"BESTELLIDENT";"TARGET_BETRUG";"B_EMAIL";"B_TELEFON";"B_GEBDATUM";"FLAG_LRIDENTISCH";"FLAG_NEWSLETTER";"Z_METHODE";"Z_CARD_ART";"Z_CARD_VALID";"Z_LAST_NAME";"WERT_BEST";"TAG_BEST";"TIME_BEST";"ANZ_BEST";"CHK_LADR";"CHK_RADR";"CHK_KTO";"CHK_CARD";"CHK_COOKIE";"CHK_IP";"FAIL_LPLZ";"FAIL_LORT";"FAIL_LPLZORTMATCH";"FAIL_RPLZ";"FAIL_RORT";"FAIL_RPLZORTMATCH";"SESSION_TIME";"NEUKUNDE";"ANZ_BEST_GES";"WERT_BEST_GES";"DATUM_LBEST";"MAHN_AKT";"MAHN_HOECHST";"ANUMMER_LIST"
"40093";"nein";"ja";"nein";"1961-05-09 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"10.2007";"ja";"56";"Sa";"1899-12-30 04:16:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[506520]"
"40097";"nein";"ja";"nein";"1975-05-28 00:00:00.000";"ja";"nein";"Rechnung";"-";"03.2006";"-";"42,8";"Di";"1899-12-30 20:13:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[402634]"
"40099";"nein";"nein";"nein";"1973-01-29 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2006";"-";"19,99";"Mo";"1899-12-30 20:45:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[206858]"
"40100";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2006";"-";"58,8";"Sa";"1899-12-30 16:44:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[103367,302611]"
"40105";"nein";"ja";"nein";"1974-09-19 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"05.2005";"ja";"132,5";"Sa";"1899-12-30 14:58:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"nein";"1";"25,52";"2003-04-13 00:00:00.000";"0";"0";"[509670,507699,201216]"
"40107";"nein";"nein";"nein";"1958-09-06 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"08.2007";"ja";"23,5";"Mo";"1899-12-30 02:39:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"nein";"1";"46,36";"2002-08-26 00:00:00.000";"0";"0";"[404735]"
"40110";"nein";"ja";"ja";"1965-11-28 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"06.2006";"nein";"31,9";"So";"1899-12-30 22:43:00.000";"1";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"nein";"1";"116,64";"2002-11-08 00:00:00.000";"0";"0";"[100953]"
"40111";"nein";"nein";"nein";"1899-12-30 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"06.2005";"ja";"14,5";"So";"1899-12-30 08:56:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[509102]"
"40112";"nein";"ja";"nein";"1975-05-23 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"01.2007";"ja";"74,3";"Sa";"1899-12-30 03:42:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"1";"92,42";"2004-02-07 00:00:00.000";"0";"2";"[209006,500147]"
"40114";"nein";"ja";"nein";"1973-10-21 00:00:00.000";"ja";"nein";"Rechnung";"-";"12.2007";"-";"17,99";"Mo";"1899-12-30 23:40:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"15";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[303397]"
"40117";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"07.2006";"ja";"18";"Do";"1899-12-30 10:39:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"3";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[207156]"
"40118";"nein";"ja";"nein";"1977-10-12 00:00:00.000";"nein";"nein";"Lastschrift";"-";"08.2005";"ja";"52";"Mi";"1899-12-30 14:12:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"14";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[103639]"
"40119";"nein";"ja";"nein";"1965-09-10 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2005";"-";"52";"Fr";"1899-12-30 15:08:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[100925]"
"40120";"nein";"ja";"nein";"1961-06-19 00:00:00.000";"ja";"nein";"Rechnung";"-";"06.2005";"-";"54,5";"Do";"1899-12-30 08:08:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[402448]"
"40121";"nein";"nein";"nein";"1986-01-17 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"03.2007";"ja";"186,48";"Fr";"1899-12-30 18:11:00.000";"5";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"nein";"1";"43,52";"2002-07-04 00:00:00.000";"0";"0";"[401648,100214,100476,507255,303136]"
"40124";"nein";"ja";"nein";"1971-07-10 00:00:00.000";"ja";"nein";"Lastschrift";"-";"05.2005";"ja";"31,9";"Fr";"1899-12-30 23:30:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"70,61";"2002-10-24 00:00:00.000";"0";"0";"[102677]"
"40128";"nein";"ja";"nein";"1980-01-22 00:00:00.000";"ja";"nein";"Rechnung";"-";"04.2005";"-";"9,99";"So";"1899-12-30 20:59:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[409101]"
"40129";"nein";"nein";"nein";"1977-04-21 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2005";"-";"30,4";"So";"1899-12-30 13:20:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[203397,207317]"
"40130";"nein";"ja";"nein";"1969-05-27 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2006";"-";"10,8";"Mi";"1899-12-30 20:06:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"4";"nein";"2";"36,86";"2001-09-20 00:00:00.000";"3";"3";"[206685]"
"40131";"nein";"ja";"nein";"1972-06-13 00:00:00.000";"ja";"nein";"Lastschrift";"-";"07.2005";"ja";"26";"Mi";"1899-12-30 22:19:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[206310]"
"40132";"nein";"ja";"nein";"1963-09-19 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2005";"-";"14,5";"Fr";"1899-12-30 01:18:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"1";"74,88";"2005-01-17 00:00:00.000";"0";"0";"[402469]"
"40133";"nein";"ja";"nein";"1963-06-10 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"07.2006";"ja";"9,99";"Mi";"1899-12-30 14:47:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"nein";"1";"9,77";"2004-10-13 00:00:00.000";"0";"0";"[506284]"
"40135";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"12.2006";"-";"68,4";"Sa";"1899-12-30 09:35:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[107344]"
"40137";"nein";"ja";"nein";"1986-03-04 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2005";"-";"10,8";"So";"1899-12-30 16:31:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"nein";"1";"6,77";"2001-10-11 00:00:00.000";"0";"0";"[406954]"
"40140";"nein";"ja";"nein";"1981-03-31 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2005";"-";"9,99";"Di";"1899-12-30 08:15:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"nein";"1";"7,35";"2004-03-11 00:00:00.000";"1";"1";"[101371]"
"40142";"nein";"ja";"nein";"1969-11-20 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"03.2005";"ja";"57,8";"Do";"1899-12-30 09:13:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[601893]"
"40143";"nein";"ja";"nein";"1965-03-26 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"02.2007";"ja";"23,5";"Mo";"1899-12-30 15:12:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[404735]"
"40145";"nein";"ja";"nein";"1961-07-02 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2005";"-";"37";"Do";"1899-12-30 15:32:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"14";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[603136]"
"40147";"nein";"ja";"nein";"1966-07-22 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2007";"-";"43,5";"So";"1899-12-30 15:34:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"90,43";"2001-04-09 00:00:00.000";"0";"1";"[207570]"
"40149";"nein";"ja";"nein";"1977-03-04 00:00:00.000";"ja";"nein";"Rechnung";"-";"06.2005";"-";"34,5";"Sa";"1899-12-30 12:16:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"17";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[101856]"
"40150";"nein";"ja";"nein";"1986-09-05 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2006";"-";"39,98";"Do";"1899-12-30 09:37:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[401373,409101]"
"40152";"nein";"ja";"ja";"1961-06-28 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2007";"-";"14,5";"Sa";"1899-12-30 05:52:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[304077]"
"40153";"nein";"ja";"nein";"1975-06-11 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2005";"-";"32,8";"Mi";"1899-12-30 19:24:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[106685]"
"40154";"nein";"nein";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"06.2007";"ja";"169,9";"Fr";"1899-12-30 00:40:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[608801,406590,408605]"
"40155";"nein";"ja";"ja";"1981-02-11 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"06.2005";"ja";"55,5";"Fr";"1899-12-30 07:45:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"nein";"1";"63,32";"2004-05-19 00:00:00.000";"1";"1";"[404159,300953,407255]"
"40157";"nein";"nein";"nein";"1983-07-24 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"08.2007";"ja";"23,5";"Do";"1899-12-30 09:36:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[409121]"
"40158";"nein";"nein";"nein";"1970-10-25 00:00:00.000";"ja";"nein";"Rechnung";"-";"11.2006";"-";"31,9";"Fr";"1899-12-30 10:30:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"nein";"1";"57,3";"2002-05-02 00:00:00.000";"0";"0";"[409015]"
"40160";"nein";"nein";"nein";"1966-07-07 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2006";"-";"56";"Sa";"1899-12-30 20:20:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[401967]"
"40165";"nein";"ja";"nein";"1977-09-01 00:00:00.000";"ja";"nein";"Rechnung";"-";"04.2005";"-";"19,99";"Di";"1899-12-30 05:53:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"17";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[302677]"
"40168";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2006";"-";"18";"Mi";"1899-12-30 09:39:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"nein";"1";"73,37";"2003-04-08 00:00:00.000";"0";"1";"[602089]"
"40170";"ja";"nein";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Kreditkarte";"Amex";"04.2007";"ja";"29,5";"Mi";"1899-12-30 09:10:00.000";"1";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"20,76";"2004-08-31 00:00:00.000";"0";"2";"[104792]"
"40172";"nein";"ja";"nein";"1970-07-17 00:00:00.000";"ja";"nein";"Rechnung";"-";"11.2007";"-";"95,8";"So";"1899-12-30 17:24:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[307046,406398,400576]"
"40173";"nein";"ja";"nein";"1973-10-20 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2005";"-";"52";"Di";"1899-12-30 16:05:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"1";"193,86";"2004-03-25 00:00:00.000";"0";"0";"[409725]"
"40175";"nein";"nein";"nein";"1960-06-19 00:00:00.000";"nein";"nein";"Lastschrift";"-";"08.2006";"ja";"26";"Sa";"1899-12-30 21:21:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[409183]"
"40176";"nein";"ja";"nein";"1950-06-14 00:00:00.000";"nein";"nein";"Lastschrift";"-";"05.2006";"ja";"75,5";"Mi";"1899-12-30 17:41:00.000";"4";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[207703,403776,402062,403950]"
"40177";"nein";"ja";"nein";"1986-09-04 00:00:00.000";"ja";"nein";"Lastschrift";"-";"12.2007";"ja";"17,8";"Mo";"1899-12-30 08:20:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"1";"14,5";"2000-12-17 00:00:00.000";"0";"0";"[202294]"
"40178";"nein";"ja";"nein";"1975-06-12 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"11.2007";"ja";"37";"Mo";"1899-12-30 18:36:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"2";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[405485]"
"40179";"nein";"ja";"nein";"1976-12-26 00:00:00.000";"ja";"ja";"Rechnung";"-";"09.2007";"-";"18,2";"Sa";"1899-12-30 18:43:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"2";"nein";"1";"92,27";"2004-06-27 00:00:00.000";"0";"0";"[408143]"
"40180";"nein";"ja";"ja";"1967-01-31 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"05.2006";"ja";"43,49";"So";"1899-12-30 18:13:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[402224,402246]"
"40181";"nein";"ja";"nein";"1963-10-28 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2007";"-";"10,8";"Mo";"1899-12-30 23:35:00.000";"1";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"27,34";"2004-05-20 00:00:00.000";"1";"1";"[200476]"
"40182";"nein";"ja";"nein";"1956-04-15 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"11.2005";"ja";"77,5";"Fr";"1899-12-30 00:56:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[300953,406774,200035]"
"40185";"nein";"ja";"nein";"1979-03-06 00:00:00.000";"ja";"nein";"Rechnung";"-";"06.2006";"-";"54,5";"Fr";"1899-12-30 11:24:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"nein";"1";"46,51";"2003-11-30 00:00:00.000";"0";"1";"[406959]"
"40186";"nein";"ja";"nein";"1971-03-30 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"01.2005";"ja";"42,8";"So";"1899-12-30 19:43:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[209121]"
"40187";"nein";"ja";"nein";"1981-07-02 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2006";"-";"8,5";"Mi";"1899-12-30 05:27:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[408889]"
"40192";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"09.2007";"nein";"9,8";"Mi";"1899-12-30 05:18:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[500147]"
"40193";"nein";"ja";"nein";"1985-12-12 00:00:00.000";"ja";"nein";"Rechnung";"-";"03.2007";"-";"29,98";"Do";"1899-12-30 01:39:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"1";"20,27";"2003-05-19 00:00:00.000";"0";"0";"[408507,105958]"
"40195";"nein";"ja";"nein";"1959-12-27 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2005";"-";"9,99";"Fr";"1899-12-30 09:45:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[300214]"
"40197";"nein";"ja";"nein";"1979-03-06 00:00:00.000";"ja";"nein";"Rechnung";"-";"06.2006";"-";"47,49";"Do";"1899-12-30 09:57:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"nein";"nein";"nein";"nein";"12";"nein";"1";"20,36";"2002-02-11 00:00:00.000";"0";"0";"[404341,407934]"
"40199";"nein";"ja";"nein";"1968-03-28 00:00:00.000";"ja";"nein";"Kundenkarte";"Kundenkarte";"09.2007";"ja";"62";"Do";"1899-12-30 14:50:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"nein";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[603776]"
"40200";"nein";"ja";"ja";"1985-06-20 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"04.2007";"ja";"119,3";"Sa";"1899-12-30 14:00:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"1";"nein";"1";"32,4";"2002-04-10 00:00:00.000";"0";"0";"[207703,404921,402116]"
"40201";"nein";"ja";"ja";"1972-02-11 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"09.2007";"ja";"46,5";"So";"1899-12-30 20:04:00.000";"1";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"28,65";"2002-09-28 00:00:00.000";"0";"0";"[403639]"
"40202";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"01.2006";"ja";"29,5";"Mi";"1899-12-30 20:38:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"17";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[407364]"
"40203";"nein";"ja";"ja";"1971-06-01 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2005";"-";"14,5";"Mo";"1899-12-30 07:57:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[602845]"
"40206";"nein";"ja";"nein";"1971-03-17 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2007";"-";"42,8";"Mo";"1899-12-30 02:28:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"2";"nein";"1";"78,44";"2004-10-28 00:00:00.000";"0";"1";"[405213]"
"40207";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Lastschrift";"-";"10.2005";"ja";"107,7";"So";"1899-12-30 11:36:00.000";"4";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"1";"137,55";"2004-08-21 00:00:00.000";"0";"0";"[103367,404792,405643,105580]"
"40208";"nein";"ja";"nein";"1962-06-19 00:00:00.000";"ja";"nein";"Rechnung";"-";"12.2005";"-";"16";"Fr";"1899-12-30 17:01:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"1";"59,31";"2002-01-22 00:00:00.000";"0";"1";"[202089]"
"40213";"nein";"nein";"nein";"1971-07-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"06.2006";"-";"51";"Mi";"1899-12-30 04:56:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"17";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[404134]"
"40215";"nein";"ja";"nein";"1986-11-23 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2007";"-";"34,5";"Sa";"1899-12-30 14:13:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"16";"nein";"1";"27,05";"2001-01-13 00:00:00.000";"0";"2";"[105431]"
"40216";"nein";"ja";"nein";"1970-01-09 00:00:00.000";"ja";"nein";"Rechnung";"-";"12.2005";"-";"16";"Sa";"1899-12-30 15:00:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"11";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[200822]"
"40220";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2006";"-";"45,98";"Mi";"1899-12-30 19:56:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"nein";"3";"26,04";"2001-07-17 00:00:00.000";"0";"1";"[207255,404159,405580]"
"40221";"ja";"nein";"nein";"1976-10-23 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"03.2006";"ja";"43,5";"Fr";"1899-12-30 15:12:00.000";"1";"nein";"nein";"nein";"nein";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"1";"25,43";"2002-07-04 00:00:00.000";"0";"0";"[400072]"
"40222";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"04.2006";"-";"64,5";"Fr";"1899-12-30 00:51:00.000";"1";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"nein";"1";"46,85";"2002-09-15 00:00:00.000";"0";"1";"[605685]"
"40224";"nein";"ja";"nein";"1966-05-19 00:00:00.000";"ja";"nein";"Lastschrift";"-";"07.2006";"ja";"62";"Fr";"1899-12-30 08:28:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"1";"19,76";"2004-03-19 00:00:00.000";"0";"0";"[102133]"
"40225";"nein";"ja";"nein";"1979-08-18 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"11.2005";"ja";"42,8";"Mi";"1899-12-30 14:21:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"nein";"1";"64,36";"2001-11-02 00:00:00.000";"0";"0";"[405213]"
